ID,seed
ISIC_0000159x1,907904612
ISIC_0000159x2,918132807
ISIC_0000159x3,457942324
ISIC_0000160x1,887456852
ISIC_0000160x2,421758277
ISIC_0000160x3,956180970
ISIC_0000161x1,266914115
ISIC_0000159x4,136397607
ISIC_0000160x4,392551132
ISIC_0000153x4,829505655
ISIC_0000161x2,221865341
ISIC_0000162x1,849994576
ISIC_0000162x2,574744711
ISIC_0000162x3,728953212
ISIC_0000163x1,356661874
ISIC_0000161x3,656177049
ISIC_0000162x4,875436017
ISIC_0000163x2,12468782
ISIC_0000164x1,435605958
ISIC_0000161x4,751120060
ISIC_0000165x1,382491505
ISIC_0000163x3,365235057
ISIC_0000166x1,427212529
ISIC_0000164x2,282839745
ISIC_0000165x2,10543153
ISIC_0000166x2,727484060
ISIC_0000167x1,20935392
ISIC_0000164x3,329034428
ISIC_0000167x2,1042724637
ISIC_0000164x4,83682864
ISIC_0000166x3,257616456
ISIC_0000167x3,864780733
ISIC_0000163x4,154275434
ISIC_0000165x3,987506340
ISIC_0000167x4,438652402
ISIC_0000166x4,99235489
ISIC_0000165x4,503258485
ISIC_0000169x1,357477786
ISIC_0000172x1,425462633
ISIC_0000171x1,730796849
ISIC_0000174x1,984352066
ISIC_0000171x2,65973407
ISIC_0000169x2,156267389
ISIC_0000176x1,185335411
ISIC_0000172x2,431044703
ISIC_0000169x3,603510550
ISIC_0000174x2,103950979
ISIC_0000172x3,70653080
ISIC_0000171x3,854313645
ISIC_0000174x3,539484076
ISIC_0000169x4,876564391
ISIC_0000176x2,594064545
ISIC_0000172x4,246556359
ISIC_0000171x4,279770883
ISIC_0000174x4,377467806
ISIC_0000176x3,42776991
ISIC_0000176x4,709338368
ISIC_0000276x1,41240676
ISIC_0000277x1,809637422
ISIC_0000278x1,462119178
ISIC_0000281x1,878793407
ISIC_0000282x1,152451264
ISIC_0000276x2,979368220
ISIC_0000277x2,556077791
ISIC_0000278x2,153175611
ISIC_0000276x3,1040559930
ISIC_0000281x2,554574478
ISIC_0000282x2,696428508
ISIC_0000278x3,1031319334
ISIC_0000277x3,897629685
ISIC_0000276x4,1038977178
ISIC_0000281x3,145899686
ISIC_0000282x3,154099873
ISIC_0000278x4,798633091
ISIC_0000277x4,233455367
ISIC_0000281x4,449702476
ISIC_0000283x1,86371971
ISIC_0000282x4,93469195
ISIC_0000285x1,1061080541
ISIC_0000283x2,1005784389
ISIC_0000283x3,545674712
ISIC_0000283x4,209439008
ISIC_0000288x1,931276300
ISIC_0000289x1,204224705
ISIC_0000285x2,305011230
ISIC_0000290x1,445103012
ISIC_0000289x2,21455392
ISIC_0000285x3,667154025
ISIC_0000290x2,47093607
ISIC_0000289x3,642684560
ISIC_0000288x2,897021105
ISIC_0000290x3,591397898
ISIC_0000288x3,231280294
ISIC_0000290x4,255102320
ISIC_0000292x1,459007248
ISIC_0000285x4,638882077
ISIC_0000292x2,667703757
ISIC_0000289x4,868954926
ISIC_0000293x1,416896244
ISIC_0000288x4,900180453
ISIC_0000292x3,261963025
ISIC_0000294x1,945313428
ISIC_0000295x1,513118357
ISIC_0000293x2,858255573
ISIC_0000297x1,287768956
ISIC_0000295x2,483446527
ISIC_0000295x3,473902854
ISIC_0000293x3,108614614
ISIC_0000295x4,499422688
ISIC_0000292x4,604929692
ISIC_0000297x2,736729770
ISIC_0000294x2,746171951
ISIC_0000297x3,270987012
ISIC_0000297x4,942108964
ISIC_0000298x1,240997936
ISIC_0000294x3,352440141
ISIC_0000293x4,624142232
ISIC_0000299x1,1029046934
ISIC_0000294x4,564011163
ISIC_0000299x2,583391877
ISIC_0000298x2,901103970
ISIC_0000300x1,774054251
ISIC_0000299x3,649647322
ISIC_0000300x2,751793105
ISIC_0000298x3,521879739
ISIC_0000301x1,892515154
ISIC_0000298x4,22509867
ISIC_0000299x4,578342315
ISIC_0000300x3,651821628
ISIC_0000302x1,571454102
ISIC_0000301x2,91264441
ISIC_0000302x2,685790078
ISIC_0000301x3,181571627
ISIC_0000303x1,528679899
ISIC_0000302x3,273052658
ISIC_0000301x4,904900643
ISIC_0000300x4,660901594
ISIC_0000306x1,92503170
ISIC_0000302x4,788015482
ISIC_0000306x2,687019304
ISIC_0000303x2,880449105
ISIC_0000306x3,707062151
ISIC_0000307x1,616619419
ISIC_0000310x1,902289553
ISIC_0000310x2,811292203
ISIC_0000303x3,5389787
ISIC_0000306x4,558668472
ISIC_0000311x1,602399163
ISIC_0000307x2,867119748
ISIC_0000311x2,843624803
ISIC_0000307x3,135943449
ISIC_0000310x3,553826143
ISIC_0000303x4,885631367
ISIC_0000307x4,681394819
ISIC_0000311x3,202478456
ISIC_0000313x1,337449680
ISIC_0000310x4,509517489
ISIC_0000311x4,517695637
ISIC_0000314x1,743448496
ISIC_0000313x2,889049725
ISIC_0000314x2,285571393
ISIC_0000313x3,692159856
ISIC_0000314x3,319940036
ISIC_0000313x4,54156698
ISIC_0000314x4,715763055
ISIC_0000390x1,358624056
ISIC_0000393x1,579620312
ISIC_0000395x1,926138273
ISIC_0000410x1,835224387
ISIC_0000412x1,865574342
ISIC_0000410x2,1032811723
ISIC_0000412x2,701492288
ISIC_0000390x2,508877757
ISIC_0000412x3,230628570
ISIC_0000393x2,512209048
ISIC_0000395x2,171014351
ISIC_0000410x3,991104867
ISIC_0000393x3,250621809
ISIC_0000395x3,786527971
ISIC_0000412x4,764211561
ISIC_0000410x4,290799283
ISIC_0000390x3,324884005
ISIC_0000413x1,350521724
ISIC_0000415x1,312718301
ISIC_0000390x4,439875012
ISIC_0000393x4,452398840
ISIC_0000395x4,275768705
ISIC_0000420x1,634489998
ISIC_0000413x2,945647435
ISIC_0000415x2,392535608
ISIC_0000434x1,776468211
ISIC_0000415x3,283467564
ISIC_0000444x1,268940699
ISIC_0000415x4,93389413
ISIC_0000420x2,89746940
ISIC_0000413x3,551156834
ISIC_0000444x2,489149157
ISIC_0000434x2,244962034
ISIC_0000444x3,19257400
ISIC_0000434x3,1028316202
ISIC_0000445x1,542172631
ISIC_0000420x3,719336226
ISIC_0000413x4,413209802
ISIC_0000445x2,54560197
ISIC_0000444x4,118122869
ISIC_0000434x4,393862879
ISIC_0000420x4,119402254
ISIC_0000466x1,367499456
ISIC_0000463x1,327640718
ISIC_0000466x2,138465760
ISIC_0000445x3,1025145967
ISIC_0000466x3,700173331
ISIC_0000469x1,59959282
ISIC_0000466x4,574974214
ISIC_0000469x2,1057083248
ISIC_0000469x3,61009549
ISIC_0000469x4,847732208
ISIC_0000445x4,133728240
ISIC_0000482x1,1051988920
ISIC_0000484x1,1028675232
ISIC_0000484x2,950226185
ISIC_0000487x1,117528476
ISIC_0000487x2,478808321
ISIC_0000482x2,323868183
ISIC_0000487x3,398912709
ISIC_0000484x3,406009409
ISIC_0000484x4,787543990
ISIC_0000482x3,175337435
ISIC_0000487x4,293324492
ISIC_0000463x2,993480345
ISIC_0000482x4,239665897
ISIC_0000511x1,490221757
ISIC_0000513x1,52752157
ISIC_0000511x2,184685210
ISIC_0000463x3,98366968
ISIC_0000516x1,584238627
ISIC_0000517x1,548806234
ISIC_0000516x2,1019168238
ISIC_0000513x2,847646197
ISIC_0000511x3,727760428
ISIC_0000511x4,848096397
ISIC_0000517x2,325295459
ISIC_0000516x3,112636293
ISIC_0000513x3,868065990
ISIC_0000517x3,974179985
ISIC_0000516x4,820333490
ISIC_0000517x4,798009340
ISIC_0000518x1,781422005
ISIC_0000513x4,423452085
ISIC_0000518x2,451777738
ISIC_0000519x1,935277770
ISIC_0000518x3,697930638
ISIC_0000520x1,420595490
ISIC_0000518x4,1073495741
ISIC_0000521x1,696552699
ISIC_0000522x1,72332165
ISIC_0000522x2,171576644
ISIC_0000519x2,231340841
ISIC_0000520x2,1028522342
ISIC_0000522x3,561310639
ISIC_0000463x4,71237186
ISIC_0000522x4,4644010
ISIC_0000519x3,896722064
ISIC_0000531x1,972231473
ISIC_0000531x2,1023056737
ISIC_0000531x3,906932447
ISIC_0000531x4,668965596
ISIC_0000533x1,329175038
ISIC_0000533x2,955301408
ISIC_0000533x3,593644785
ISIC_0000521x2,887754533
ISIC_0000533x4,858637042
ISIC_0000520x3,579846986
ISIC_0000547x1,364408138
ISIC_0000548x1,5268467
ISIC_0000521x3,384049057
ISIC_0000547x2,92899280
ISIC_0000548x2,841012077
ISIC_0000548x3,872521251
ISIC_0000547x3,804225780
ISIC_0000548x4,392500855
ISIC_0000547x4,260140652
ISIC_0000549x1,491226555
ISIC_0000519x4,606189537
ISIC_0000549x2,619561074
ISIC_0000520x4,216704488
ISIC_0000550x1,357919015
ISIC_0000549x3,892321031
ISIC_0000550x2,368575136
ISIC_0000550x3,604778459
ISIC_0000549x4,146271374
ISIC_0000550x4,623860292
ISIC_0000551x1,185559348
ISIC_0000552x1,205370220
ISIC_0000552x2,387601117
ISIC_0000551x2,544342028
ISIC_0000552x3,392700436
ISIC_0000554x1,140442630
ISIC_0000555x1,872588730
ISIC_0000552x4,495580447
ISIC_0000555x2,355045059
ISIC_0000551x3,751614435
ISIC_0000554x2,658390489
ISIC_0000554x3,671773720
ISIC_0000555x3,978693140
ISIC_0000551x4,194898471
ISIC_0000555x4,643003211
ISIC_0000554x4,719054576
ISIC_0001100x1,466837146
ISIC_0001102x1,24277062
ISIC_0001105x1,582938641
ISIC_0000521x4,405792214
ISIC_0001103x1,995841733
ISIC_0001118x1,475681107
ISIC_0001100x2,703677951
ISIC_0001105x2,1054132773
ISIC_0001102x2,830875055
ISIC_0001100x3,462059400
ISIC_0001103x2,390390131
ISIC_0001100x4,235278909
ISIC_0001118x2,80649618
ISIC_0001105x3,950207802
ISIC_0001102x3,825166183
ISIC_0001102x4,659925131
ISIC_0001119x1,35584814
ISIC_0001103x3,440192343
ISIC_0001126x1,416711123
ISIC_0001119x2,309062591
ISIC_0001118x3,705936295
ISIC_0001105x4,572132299
ISIC_0001126x2,153521713
ISIC_0001103x4,787263116
ISIC_0001128x1,54886360
ISIC_0001131x1,175340695
ISIC_0001119x3,838444191
ISIC_0001126x3,897591677
ISIC_0001118x4,82652325
ISIC_0001128x2,552771596
ISIC_0001131x2,246150279
ISIC_0001128x3,84341457
ISIC_0001119x4,303439448
ISIC_0001128x4,684847215
ISIC_0001126x4,64813508
ISIC_0001133x1,148515019
ISIC_0001134x1,754515875
ISIC_0001131x3,57103997
ISIC_0001140x1,342345818
ISIC_0001134x2,362096642
ISIC_0001131x4,296045814
ISIC_0001134x3,400661104
ISIC_0001142x1,595465665
ISIC_0001140x2,227058601
ISIC_0001133x2,483828748
ISIC_0001142x2,572617005
ISIC_0001140x3,184497578
ISIC_0001142x3,173364027
ISIC_0001140x4,288903688
ISIC_0001148x1,866328986
ISIC_0001134x4,12308415
ISIC_0001152x1,654375686
ISIC_0001152x2,441113930
ISIC_0001148x2,369770764
ISIC_0001133x3,950976329
ISIC_0001152x3,295556170
ISIC_0001148x3,8223242
ISIC_0001142x4,591697432
ISIC_0001152x4,424556206
ISIC_0001133x4,585562223
ISIC_0001148x4,927133972
ISIC_0009868x1,240830282
ISIC_0009882x1,1037225287
ISIC_0009868x2,709146188
ISIC_0009868x3,899671859
ISIC_0009898x1,860075199
ISIC_0009868x4,950539974
ISIC_0009897x1,274506861
ISIC_0009882x2,1023890735
ISIC_0009898x2,626412417
ISIC_0009905x1,10711187
ISIC_0009898x3,317579971
ISIC_0009905x2,73071726
ISIC_0009897x2,91867449
ISIC_0009882x3,862879549
ISIC_0009905x3,751561179
ISIC_0009905x4,926290338
ISIC_0009898x4,801586308
ISIC_0009910x1,473860701
ISIC_0009897x3,690568059
ISIC_0009882x4,312532776
ISIC_0009910x2,273357393
ISIC_0009897x4,407901396
ISIC_0009918x1,881635690
ISIC_0009910x3,557085598
ISIC_0009918x2,108703867
ISIC_0009918x3,341794724
ISIC_0009910x4,456954740
ISIC_0009918x4,455389737
ISIC_0009950x1,501962115
ISIC_0009950x2,713000213
ISIC_0009955x1,567177374
ISIC_0009960x1,721500420
ISIC_0009955x2,957871637
ISIC_0009960x2,748316769
ISIC_0009950x3,94885583
ISIC_0009960x3,440875842
ISIC_0009950x4,25308808
ISIC_0009960x4,454972586
ISIC_0009955x3,1013520003
ISIC_0009971x1,79353921
ISIC_0009955x4,973532368
ISIC_0009971x2,826053886
ISIC_0009993x1,289145629
ISIC_0009971x3,445561646
ISIC_0010000x1,410005958
ISIC_0009971x4,551165382
ISIC_0010011x1,952985123
ISIC_0009993x2,204277434
ISIC_0010000x2,521144425
ISIC_0009993x3,943670810
ISIC_0010016x1,142002645
ISIC_0010011x2,246086178
ISIC_0010000x3,79590066
ISIC_0009993x4,777743688
ISIC_0010016x2,126025872
ISIC_0010011x3,906243993
ISIC_0010000x4,545116864
ISIC_0010016x3,182449414
ISIC_0010011x4,127065967
ISIC_0010024x1,765471273
ISIC_0010016x4,146879418
ISIC_0010029x1,593409444
ISIC_0010036x1,940267502
ISIC_0010034x1,97446678
ISIC_0010024x3,515842258
ISIC_0010034x2,912212476
ISIC_0010029x2,72673457
ISIC_0010034x3,91095139
ISIC_0010036x2,995952080
ISIC_0010034x4,175644502
ISIC_0010024x4,908619219
ISIC_0010029x3,410030206
ISIC_0010054x1,798532883
ISIC_0010036x3,647417761
ISIC_0010029x4,331019009
ISIC_0010054x2,561210241
ISIC_0010036x4,313973575
ISIC_0010054x3,213660712
ISIC_0010067x1,884056350
ISIC_0010054x4,900035590
ISIC_0010067x2,658195387
ISIC_0010080x1,384043072
ISIC_0010081x1,438849018
ISIC_0010080x2,828554001
ISIC_0010067x3,563366922
ISIC_0010089x1,611379162
ISIC_0010067x4,159675308
ISIC_0010081x2,805976234
ISIC_0010089x2,102789561
ISIC_0010080x3,442523654
ISIC_0010081x3,383008261
ISIC_0010094x1,607282989
ISIC_0010081x4,58841045
ISIC_0010089x3,110851347
ISIC_0010080x4,187267590
ISIC_0010089x4,670246227
ISIC_0010094x2,138512486
ISIC_0010171x1,441592893
ISIC_0010174x1,794513951
ISIC_0010094x3,803486940
ISIC_0010174x2,638772318
ISIC_0010094x4,1019356220
ISIC_0010171x2,304802056
ISIC_0010171x3,657760344
ISIC_0010194x1,784441507
ISIC_0010174x3,112862926
ISIC_0010174x4,438988423
ISIC_0010207x1,412686045
ISIC_0010171x4,588892385
ISIC_0010194x2,296248828
ISIC_0010194x3,719202194
ISIC_0010207x2,229089815
ISIC_0010225x1,861643238
ISIC_0010194x4,420034184
ISIC_0010231x1,875522542
ISIC_0010207x3,475569860
ISIC_0010225x2,833985374
ISIC_0010240x1,49362374
ISIC_0010231x2,92146685
ISIC_0010207x4,299284413
ISIC_0010241x1,133553425
ISIC_0010225x3,1065821672
ISIC_0010240x2,770811638
ISIC_0010231x3,751547198
ISIC_0010241x2,236430168
ISIC_0010225x4,615764600
ISIC_0010231x4,754192030
ISIC_0010241x3,998145762
ISIC_0010240x3,681248953
ISIC_0010241x4,330484236
ISIC_0010251x1,414659125
ISIC_0010240x4,236069468
ISIC_0010265x1,35961036
ISIC_0010267x1,947484670
ISIC_0010251x2,1009050295
ISIC_0010251x3,971951406
ISIC_0010251x4,277499372
ISIC_0010265x2,957848091
ISIC_0010267x2,649636058
ISIC_0010329x1,868309870
ISIC_0010267x3,476444450
ISIC_0010329x2,849209722
ISIC_0010267x4,152771331
ISIC_0010329x3,849267368
ISIC_0010265x3,526746520
ISIC_0010265x4,627265188
ISIC_0010350x1,597487597
ISIC_0010329x4,717726593
ISIC_0010358x1,543358210
ISIC_0010360x1,459878779
ISIC_0010360x2,255736746
ISIC_0010350x2,979383319
ISIC_0010360x3,280202047
ISIC_0010364x1,622263209
ISIC_0010350x3,777027580
ISIC_0010358x2,186858812
ISIC_0010350x4,357229733
ISIC_0010358x3,286925747
ISIC_0010360x4,546391539
ISIC_0010358x4,453581205
ISIC_0010364x2,24088677
ISIC_0010372x1,419366972
ISIC_0010372x2,446141642
ISIC_0010379x1,289075125
ISIC_0010364x3,717341523
ISIC_0010441x1,676400654
ISIC_0010372x3,25438784
ISIC_0010379x2,322234885
ISIC_0010372x4,271754624
ISIC_0010364x4,41077280
ISIC_0010441x2,134448609
ISIC_0010379x3,192051950
ISIC_0010466x1,36913941
ISIC_0010468x1,256482306
ISIC_0010441x3,1072839929
ISIC_0010466x2,69584611
ISIC_0010379x4,455976029
ISIC_0010441x4,470019753
ISIC_0010468x2,771115724
ISIC_0010466x3,59036581
ISIC_0010468x3,588779132
ISIC_0010476x1,515527509
ISIC_0010468x4,940797152
ISIC_0010476x2,185371622
ISIC_0010466x4,457350899
ISIC_0010476x3,1070807069
ISIC_0010476x4,428832225
ISIC_0010587x1,158622349
ISIC_0010591x1,477346505
ISIC_0010587x2,634922989
ISIC_0010597x1,1046505953
ISIC_0010596x1,1056996471
ISIC_0010597x2,279392935
ISIC_0010591x2,955067744
ISIC_0010587x3,699624773
ISIC_0010597x3,69518525
ISIC_0010587x4,238869512
ISIC_0010596x2,873409139
ISIC_0010597x4,47900053
ISIC_0010596x3,638639477
ISIC_0010591x3,324769551
ISIC_0010596x4,459224098
ISIC_0010591x4,546470379
ISIC_0010852x1,907997282
ISIC_0010852x2,428892886
ISIC_0010860x1,525630090
ISIC_0010852x3,249744984
ISIC_0010862x1,86781495
ISIC_0010863x1,349269721
ISIC_0010852x4,384676335
ISIC_0010862x2,402622455
ISIC_0010860x2,713763102
ISIC_0010863x2,843419828
ISIC_0010862x3,879281435
ISIC_0010860x3,1023056983
ISIC_0010862x4,671616150
ISIC_0011095x1,986520956
ISIC_0010863x3,379817203
ISIC_0010863x4,275709528
ISIC_0011095x2,593687008
ISIC_0011099x1,1258382
ISIC_0010860x4,1040907233
ISIC_0011095x3,701128908
ISIC_0011099x2,705984304
ISIC_0011095x4,178908995
ISIC_0011112x1,834500316
ISIC_0011099x3,85597865
ISIC_0011099x4,252995555
ISIC_0011118x1,289287757
ISIC_0011121x1,754997500
ISIC_0011112x2,762481655
ISIC_0011118x2,278659495
ISIC_0011121x2,768859177
ISIC_0011126x1,321242320
ISIC_0011130x1,189265335
ISIC_0011112x3,819627369
ISIC_0011112x4,946135705
ISIC_0011118x3,233446967
ISIC_0011121x3,103687049
ISIC_0011126x2,153200394
ISIC_0011130x2,483122077
ISIC_0011132x1,802252007
ISIC_0011130x3,314688005
ISIC_0011118x4,423417821
ISIC_0011132x2,467800727
ISIC_0011121x4,373102924
ISIC_0011126x3,12207035
ISIC_0011132x3,886545399
ISIC_0011130x4,477182260
ISIC_0011132x4,849267018
ISIC_0011135x1,874366720
ISIC_0011126x4,482044166
ISIC_0011135x2,297579868
ISIC_0011136x1,118571569
ISIC_0011135x3,490156229
ISIC_0011136x2,281496476
ISIC_0011137x1,822322661
ISIC_0011140x1,576919851
ISIC_0011135x4,257512310
ISIC_0011136x3,713974841
ISIC_0011137x2,130583089
ISIC_0011140x2,59447625
ISIC_0011136x4,847512743
ISIC_0011158x1,961140464
ISIC_0011140x3,539217026
ISIC_0011158x2,935127517
ISIC_0011140x4,41983080
ISIC_0011137x3,781543299
ISIC_0011161x1,191706103
ISIC_0011161x2,603740072
ISIC_0011158x3,672701174
ISIC_0011163x1,485718109
ISIC_0011137x4,722255419
ISIC_0011158x4,386090952
ISIC_0011163x2,70484027
ISIC_0011166x1,359247130
ISIC_0011161x3,477945125
ISIC_0011163x3,309330983
ISIC_0011166x2,929516766
ISIC_0011161x4,394244352
ISIC_0011163x4,405447520
ISIC_0011169x1,607630249
ISIC_0011166x3,282469548
ISIC_0011166x4,1025164309
ISIC_0011176x1,760892073
ISIC_0011169x3,649567962
ISIC_0011210x1,712560573
ISIC_0011176x2,727388025
ISIC_0011210x2,282243976
ISIC_0011169x4,1025780359
ISIC_0011210x3,1046945398
ISIC_0011210x4,453213231
ISIC_0011176x3,852865332
ISIC_0011176x4,96961015
ISIC_0011305x1,876099796
ISIC_0011315x1,205608035
ISIC_0011305x2,69892629
ISIC_0011315x2,254871000
ISIC_0011349x1,318573239
ISIC_0011315x3,810680664
ISIC_0011344x1,74406277
ISIC_0011349x2,434071184
ISIC_0011305x3,901135177
ISIC_0011348x1,362573375
ISIC_0011344x2,122519120
ISIC_0011315x4,1032478677
ISIC_0011349x3,313006830
ISIC_0011305x4,1034686609
ISIC_0011344x3,792422053
ISIC_0011348x3,406816995
ISIC_0011349x4,495193931
ISIC_0011348x4,844358295
ISIC_0011366x1,276238963
ISIC_0011366x2,454091863
ISIC_0011344x4,685142810
ISIC_0011366x3,167749513
ISIC_0011387x1,919688125
ISIC_0011366x4,394018628
ISIC_0011387x2,16107644
ISIC_0011387x3,60589333
ISIC_0011387x4,287287399
ISIC_0012137x1,563331742
ISIC_0012137x2,666692912
ISIC_0012208x1,313029997
ISIC_0012208x2,323614646
ISIC_0012137x3,712002962
ISIC_0012137x4,611689766
ISIC_0012208x3,218242573
ISIC_0012208x4,682510121
ISIC_0012290x1,216776881
ISIC_0012298x1,362564234
ISIC_0012290x2,724093020
ISIC_0012298x2,987423259
ISIC_0012290x3,120940410
ISIC_0012348x1,339200337
ISIC_0012290x4,837063703
ISIC_0012298x3,891129369
ISIC_0012382x1,1028416475
ISIC_0012348x2,934493861
ISIC_0012391x1,498531351
ISIC_0012435x1,142112238
ISIC_0012382x2,801027359
ISIC_0012348x3,641617133
ISIC_0012391x2,160530487
ISIC_0012435x2,1018313415
ISIC_0012298x4,419546602
ISIC_0012391x3,687759296
ISIC_0012382x3,87555442
ISIC_0012348x4,730009594
ISIC_0012435x3,233842388
ISIC_0012450x1,487942907
ISIC_0012391x4,458441231
ISIC_0012382x4,1070511727
ISIC_0012435x4,327709007
ISIC_0012450x2,226949268
ISIC_0012512x1,167453505
ISIC_0012450x3,1032957001
ISIC_0012512x2,794212472
ISIC_0012450x4,884787072
ISIC_0012512x3,130682181
ISIC_0012678x1,368459323
ISIC_0012512x4,1015910083
ISIC_0012701x1,508676113
ISIC_0012715x1,894338800
ISIC_0012678x2,1037646763
ISIC_0012749x1,470029499
ISIC_0012701x2,447694335
ISIC_0012756x1,450317263
ISIC_0012749x2,403217988
ISIC_0012715x2,312227784
ISIC_0012678x3,476504803
ISIC_0012749x3,889223027
ISIC_0012678x4,602776478
ISIC_0012701x3,540002587
ISIC_0012701x4,778433749
ISIC_0012715x3,315196302
ISIC_0012749x4,608284119
ISIC_0012756x2,131123934
ISIC_0012715x4,242804885
ISIC_0012756x3,658221724
ISIC_0012887x1,729821228
ISIC_0012930x1,1001501413
ISIC_0012887x2,435695142
ISIC_0012756x4,738954433
ISIC_0012887x3,270625908
ISIC_0012930x2,254916687
ISIC_0012887x4,774739775
ISIC_0012930x3,689262618
ISIC_0012988x1,782891725
ISIC_0012930x4,113435328
ISIC_0012990x1,58758658
ISIC_0012988x2,995481243
ISIC_0012990x2,603447553
ISIC_0012988x3,466107408
ISIC_0012990x3,519359365
ISIC_0012988x4,1053549168
ISIC_0012990x4,628142756
ISIC_0013079x1,333693105
ISIC_0013079x2,603191448
ISIC_0013079x3,703193652
ISIC_0013079x4,1029641557
ISIC_0013141x1,977289690
ISIC_0013141x2,26872830
ISIC_0013141x3,577191481
ISIC_0013184x1,158341720
ISIC_0013141x4,706895106
ISIC_0013198x1,728303190
ISIC_0013184x2,579173583
ISIC_0013198x2,78470688
ISIC_0013198x3,2560001
ISIC_0013184x3,669273725
ISIC_0013258x1,193862984
